account_id,risk_score,is_synthetic,home_lat,home_lon
ACC-00135,0.08,True,19.114889881543885,72.92208097244624
ACC-00136,0.03,True,19.039385022513144,72.80591654759705
ACC-00137,0.03,True,19.115067905990326,72.77846393590772
ACC-00138,0.08,True,19.078618638436378,72.88831579764492
ACC-00139,0.15,True,19.128273012024113,72.90181732055352
ACC-00140,0.18,True,19.065929004996153,72.84088499060232
ACC-00141,0.02,True,19.095062232758107,72.84806744729397
ACC-00142,0.08,True,19.073969688416074,72.83899038391296
ACC-00143,0.02,True,19.07118938689797,72.83365373803278
ACC-00144,0.0,True,19.088946521411284,72.91167479103022
ACC-00145,0.13,True,19.102840373461245,72.81797507565011
ACC-00146,0.12,True,19.0135217544038,72.86372385692833
ACC-00147,0.03,True,19.147681680440893,72.83173319162425
ACC-00148,0.05,True,18.98301684797251,72.80423555120494
ACC-00149,0.0,True,19.041759394513054,72.92050890873733
ACC-00150,0.17,True,19.071286546461756,72.85100873889132
ACC-00151,0.19,True,19.096617798454297,72.88642200402103
ACC-00152,0.03,True,19.15480862638707,72.80159620600995
ACC-00153,0.05,True,18.983085425588744,72.83990302731218
ACC-00154,0.17,True,19.050615293580513,72.91480439403475
ACC-00155,0.19,True,18.969658325610038,73.00636357279227
ACC-00156,0.08,True,19.077581098695514,72.77818919678047
ACC-00157,0.01,True,19.089584179225003,72.86694461023552
ACC-00158,0.01,True,19.155539787108562,72.89761402990717
ACC-00159,0.11,True,19.082031738044673,72.84619499233803
ACC-00160,0.08,True,19.12820125647212,72.91947609934971
ACC-00161,0.01,True,19.105191854076953,72.83366336646698
ACC-00162,0.12,True,19.054237590149743,72.88469238301083
ACC-00163,0.0,True,19.005551962660398,72.85089640477507
ACC-00164,0.16,True,19.08975011491459,72.93797155414774
ACC-00165,0.06,True,19.00139489914273,72.84318177484822
ACC-00166,0.01,True,19.140760353633482,72.85940631018568
ACC-00167,0.12,True,19.06789689489816,72.92428445187485
ACC-00168,0.08,True,19.13575887057557,72.82559806704535
ACC-00169,0.19,True,19.05198927829338,72.88043750283818
ACC-00170,0.11,True,19.08944253932005,72.78587328281567
ACC-00171,0.06,True,19.086467442866734,72.82260332706853
ACC-00172,0.14,True,19.073747794099454,72.89610656379453
ACC-00173,0.05,True,19.054367024330173,72.82746512452319
ACC-00174,0.18,True,19.095622800923525,72.84977135340881
ACC-00175,0.07,True,19.02969183682584,72.9016543201024
ACC-00176,0.11,True,19.015528233552047,72.84804069294265
ACC-00177,0.01,True,19.13814134466634,72.91814210366081
ACC-00178,0.09,True,19.112358399444606,72.88778313937429
ACC-00179,0.17,True,19.079294580430112,72.89878415559622
ACC-00180,0.16,True,19.15925711912719,72.93904827993693
ACC-00181,0.04,True,19.062611724063757,72.8929911531307
ACC-00182,0.05,True,19.142135160999448,72.95394236452346
ACC-00183,0.16,True,19.084778704246293,72.92256311415188
ACC-00184,0.19,True,19.02476246249618,72.85082737850827
ACC-00185,0.02,True,19.168402009588544,72.94165740375107
ACC-00186,0.09,True,19.125535542331203,72.89019330104514
ACC-00187,0.07,True,19.06994894844952,72.85726601456697
ACC-00188,0.17,True,19.1123585629767,72.89091928476604
ACC-00189,0.02,True,19.055814828300104,72.93261634121951
ACC-00190,0.04,True,19.117457451752976,72.89975225471211
ACC-00191,0.15,True,18.9564460717358,72.96811964162757
ACC-00192,0.01,True,19.02500993331527,72.93132652789494
ACC-00193,0.1,True,19.12496298721435,72.9031580016701
ACC-00194,0.09,True,19.063517223089054,72.82569659586294
ACC-00195,0.07,True,19.086377114744437,72.8680133742995
ACC-00196,0.08,True,19.00866071689423,72.88058320698754
ACC-00197,0.11,True,19.168393349785106,72.91183157506089
ACC-00198,0.03,True,19.135526482185885,72.90886665206361
ACC-00199,0.11,True,19.065965739081236,72.8854770205109
ACC-00200,0.16,True,19.055765207156835,72.88301749576885
ACC-00201,0.15,True,19.127480218070986,72.9130228447538
ACC-00202,0.03,True,19.175123522508446,72.8340706887185
ACC-00203,0.03,True,19.12368801279057,72.96177579096249
ACC-00204,0.05,True,19.18459013336983,72.77464165574182
ACC-00205,0.07,True,19.029882433546906,72.94977047410859
ACC-00206,0.08,True,19.035030658475062,72.87474072357874
ACC-00207,0.14,True,19.016552944097334,72.92712899071357
ACC-00208,0.01,True,19.098088032482476,72.89519202171462
ACC-00209,0.01,True,19.08478017749022,72.89430172054554
ACC-00210,0.08,True,19.0684024438264,72.90471272380132
ACC-00211,0.14,True,19.116462931406165,72.91745271445438
ACC-00212,0.04,True,19.137616430260735,72.86055845867064
ACC-00213,0.13,True,18.999716879535658,72.9287399565263
ACC-00214,0.05,True,19.046151398604945,72.82277646882106
ACC-00215,0.18,True,19.117007179706153,72.8767334713337
ACC-00216,0.18,True,19.052613065807073,72.91879849621361
ACC-00217,0.06,True,19.036089696182092,72.92675087898078
ACC-00218,0.05,True,19.12692687138252,72.90003944241306
ACC-00219,0.08,True,19.011524996513803,72.8573303781022
ACC-00220,0.05,True,19.060921009610446,72.92183538891842
ACC-00221,0.13,True,19.09243220129024,72.84353168804405
ACC-00222,0.17,True,19.047309004304495,72.96457045368744
ACC-00223,0.13,True,19.115157782800658,72.87276645512502
ACC-00224,0.16,True,19.047556151240133,72.8000187152897
ACC-00225,0.08,True,19.146430974672295,72.81726582659917
ACC-00226,0.03,True,19.06971268512521,72.87918218184397
ACC-00227,0.15,True,19.10956350683527,72.8839912635663
ACC-00228,0.07,True,19.11330119764914,72.97548283424754
ACC-00229,0.13,True,19.044622999862796,72.82507503311929
ACC-00230,0.05,True,18.973325672567206,72.87897310996519
ACC-00231,0.02,True,19.094037787733193,72.82402892964589
ACC-00232,0.2,True,19.079614417356243,72.85236725733932
ACC-00233,0.03,True,19.103791301378756,72.96119860150347
ACC-00234,0.2,True,19.06467362638086,72.8201831888422
ACC-00235,0.2,True,19.054478615059963,72.90635212120338
ACC-00236,0.16,True,19.176423650549086,72.89664536795071
ACC-00237,0.13,True,19.002382296924463,72.87579142868208
ACC-00238,0.12,True,19.11269752391821,72.90297183115958
ACC-00239,0.17,True,19.047269907090833,72.81899898090283
ACC-00240,0.06,True,19.05921106911298,72.95981612539018
ACC-00241,0.09,True,19.060144858371302,72.97324227475617
ACC-00242,0.12,True,19.035828286291437,72.87935523488797
ACC-00243,0.08,True,19.10456121051181,72.99815530653068
ACC-00244,0.09,True,19.1455321797975,72.8570486034225
ACC-00245,0.07,True,19.099500683062335,72.8970215996928
ACC-00246,0.11,True,19.081169099810605,72.94859445318872
ACC-00247,0.17,True,19.02667797504504,72.85404977698884
ACC-00248,0.04,True,19.101841263291224,72.80792254705602
ACC-00249,0.19,True,19.183817481586466,72.79641414671906
ACC-00250,0.14,True,19.056965268810245,72.98004132819513
ACC-00251,0.16,True,19.057200821032406,72.85054876746806
ACC-00252,0.11,True,19.04794554345095,72.86771316182907
ACC-00253,0.16,True,19.05152928827528,72.82136179608395
ACC-00254,0.0,True,18.938735022316383,72.92441696396645
ACC-00255,0.16,True,19.096251769292785,72.83792200703877
ACC-00256,0.01,True,19.03372239118227,72.85243684861693
ACC-00257,0.18,True,18.99548684406041,72.8919760209708
ACC-00258,0.2,True,19.113659497486626,72.82379770363772
ACC-00259,0.06,True,19.021899110747903,72.86807088652428
ACC-00260,0.04,True,19.05906654730581,72.94711047947516
ACC-00261,0.15,True,19.14932211955943,72.89841271987584
ACC-00262,0.05,True,19.005539210098775,72.88352711462142
ACC-00263,0.17,True,18.999370088270112,72.8877432354732
ACC-00264,0.02,True,19.08946530947812,72.85754324520117
ACC-00265,0.03,True,19.13347436820052,72.97680761598774
ACC-00266,0.2,True,18.997282914113402,72.83639214347329
ACC-00267,0.13,True,19.09638448684186,72.8875463080982
ACC-00268,0.17,True,19.105049976998085,72.88275127831713
ACC-00269,0.06,True,18.973041975815384,72.92743812535666
ACC-00270,0.14,True,19.11592506689536,72.93215869693968
ACC-00271,0.12,True,19.11983029399211,72.87539905977565
ACC-00272,0.12,True,19.0604107213372,72.89153332465565
ACC-00273,0.14,True,19.1386173181149,72.89342673769569
ACC-00274,0.12,True,19.132822778716243,72.76339291722147
ACC-00275,0.09,True,19.08115589628586,72.79755051987611
ACC-00276,0.06,True,19.053427730483754,72.8467468154639
ACC-00277,0.15,True,19.027358605370853,72.84892006618115
ACC-00278,0.05,True,19.07412182453169,72.81703587890179
ACC-00279,0.14,True,19.10448794598521,72.91447912856867
ACC-00280,0.05,True,19.05979115694797,72.87710592105087
ACC-00281,0.13,True,18.966124949736898,72.86626527263066
ACC-00282,0.15,True,19.139435694728828,72.81419223627462
ACC-00283,0.04,True,19.085511161092246,72.87477275678775
ACC-00284,0.01,True,19.05701877516616,72.74566576220006
ACC-00285,0.03,True,19.118857919421163,72.8688521844597
ACC-00286,0.12,True,19.15223192982414,72.88015918344038
ACC-00287,0.17,True,18.935904421525606,72.88909574921607
ACC-00288,0.01,True,19.097713182496104,72.79879491182604
ACC-00289,0.15,True,19.004667539459483,72.88824083683457
ACC-00290,0.07,True,19.10095552533995,72.82492843650677
ACC-00291,0.1,True,19.08239636011873,72.83637650838538
ACC-00292,0.19,True,19.107786326322028,72.91289656929114
ACC-00293,0.07,True,19.051037619275267,72.97770568616798
ACC-00294,0.09,True,18.982337994409043,72.87956793794012
ACC-00295,0.0,True,19.053481590437165,72.83614522706799
ACC-00296,0.02,True,19.09634238175699,72.8864335223755
ACC-00297,0.05,True,19.126769616433762,72.92395145787495
ACC-00298,0.01,True,19.017408434976375,72.90804987829364
ACC-00299,0.13,True,19.12735302134365,73.01415564362318
ACC-00300,0.09,True,19.043606385517673,72.84123312154526
ACC-00301,0.11,True,19.094122494079727,72.88961157399596
ACC-00302,0.03,True,19.05050530235672,72.95444589767091
ACC-00303,0.06,True,19.085108531385604,72.95130796185092
ACC-00304,0.13,True,19.120593881728514,72.77949610367378
ACC-00305,0.19,True,19.014649296135573,72.876832118998
ACC-00306,0.01,True,19.042004705162658,72.95122603829243
ACC-00307,0.18,True,19.085248129367105,73.02153214951996
ACC-00308,0.12,True,19.19607918305152,72.91218979418754
ACC-00309,0.11,True,19.03284051439166,72.85860683531517
ACC-00310,0.1,True,19.178006694299846,72.82653984237812
ACC-00311,0.01,True,19.176221165183758,72.98793716787654
ACC-00312,0.02,True,19.07113444246492,72.91343707932329
ACC-00313,0.12,True,19.061092373690006,72.83459665365572
ACC-00314,0.07,True,19.041396740066766,72.86684218168331
ACC-00315,0.18,True,19.072589873483366,72.89250932584143
ACC-00316,0.08,True,19.005664028372024,72.9041903326944
ACC-00317,0.03,True,19.07218804913397,72.8320190671227
ACC-00318,0.14,True,19.150844013692545,72.84629047909372
ACC-00319,0.06,True,19.045445746876165,72.79435327188135
ACC-00320,0.11,True,19.06396378480055,72.92898811448023
ACC-00321,0.14,True,18.99094297628664,72.85991907666148
ACC-00322,0.18,True,19.094703104406552,72.90031608245916
ACC-00323,0.16,True,19.08922408424757,72.94811292542882
ACC-00324,0.14,True,19.07918511798829,72.8879935071187
ACC-00325,0.14,True,19.065158647488893,72.87135147620255
ACC-00326,0.19,True,19.061362104061377,72.88669607384419
ACC-00327,0.06,True,19.101095011685032,72.8801596801925
ACC-00328,0.0,True,19.07455916992057,72.9393082498939
ACC-00329,0.05,True,19.091748593577766,72.89254191987693
ACC-00330,0.04,True,19.08674914087273,72.84977994902106
ACC-00331,0.13,True,19.13217136435479,72.92939245284448
ACC-00332,0.13,True,19.109849704868754,72.93852421781791
ACC-00333,0.12,True,19.08564309215751,72.81008346865897
ACC-00334,0.0,True,19.151921101532608,72.9536391942384
ACC-00335,0.15,True,19.09701342645283,72.89523558866043
ACC-00336,0.06,True,19.141248134439522,72.89116349750732
ACC-00337,0.13,True,19.106347130419334,72.92733123157983
ACC-00338,0.11,True,18.983904046053425,72.84865118044978
ACC-00339,0.07,True,19.141241738165967,72.92470822570954
ACC-00340,0.03,True,19.082758812067134,72.8581612265131
ACC-00341,0.02,True,19.073402261454962,72.80325246601448
ACC-00342,0.17,True,19.09006741737448,72.82711218604464
ACC-00343,0.18,True,19.058750841902146,72.90535109164516
ACC-00344,0.13,True,19.087351443019447,72.82972658300027
ACC-00345,0.02,True,19.046406196682845,72.95750380615948
ACC-00346,0.08,True,19.13971361293672,72.93646417267198
ACC-00347,0.15,True,19.070320594318947,72.94367195830165
ACC-00348,0.16,True,19.056870807863877,72.88323892898387
ACC-00349,0.02,True,19.029753709214038,72.88989308086474
ACC-00350,0.0,True,19.089438789457432,72.81731440728778
ACC-00351,0.14,True,19.085355355006254,72.92678917550786
ACC-00352,0.07,True,19.095421230683876,72.89599167275185
ACC-00353,0.05,True,19.024637405624745,72.90536528126461
ACC-00354,0.0,True,18.995940940059423,72.96141559057264
ACC-00355,0.11,True,19.107279565125328,72.84670185080262
ACC-00356,0.17,True,19.150232093093827,72.87069292250612
ACC-00357,0.19,True,19.024682318880505,72.8933335460771
ACC-00358,0.11,True,19.155472064178085,72.83022822972706
ACC-00359,0.1,True,19.09019555293682,72.86762005893615
ACC-00360,0.02,True,19.075646854772458,72.90164749052335
ACC-00361,0.11,True,19.05612256517271,72.86072893643136
ACC-00362,0.08,True,19.00677409902875,72.94244947048645
ACC-00363,0.12,True,19.12538642579623,72.80145377190915
ACC-00364,0.08,True,19.03721968192812,72.93313856201166
ACC-00365,0.05,True,19.03700966621312,72.9100592737408
ACC-00366,0.02,True,19.12559631549435,72.84855857062216
ACC-00367,0.06,True,18.981850827666413,72.8307795715885
ACC-00368,0.02,True,18.999820109466594,72.77298586913787
ACC-00369,0.04,True,19.075093287824597,72.8372412493793
ACC-00370,0.2,True,19.090664221450243,72.92935883275014
ACC-00371,0.09,True,19.100236732398447,72.87419571368606
ACC-00372,0.11,True,19.060910075330188,72.93514904401958
ACC-00373,0.17,True,19.202518483432083,72.84600644646876
ACC-00374,0.2,True,19.06460537206171,72.91235530800532
ACC-00375,0.12,True,19.064460692394864,72.84112506989577
ACC-00376,0.16,True,19.03615066655931,72.82872124968951
ACC-00377,0.07,True,19.082195340826054,72.87164363914147
ACC-00378,0.06,True,19.10674806160234,72.84375167443399
ACC-00379,0.08,True,19.136178902726673,72.79985889254813
ACC-00380,0.13,True,19.00153578677799,72.86788426496415
ACC-00381,0.14,True,19.063700233082216,72.88232177082156
ACC-00382,0.06,True,19.098335180540456,72.9404179305748
ACC-00383,0.03,True,19.10535287672973,72.92384028385665
ACC-00384,0.13,True,19.076327432890228,72.93799715996164
ACC-00385,0.03,True,19.103121198476604,72.91301787491967
ACC-00386,0.12,True,19.03555180535371,72.8936306379475
ACC-00387,0.14,True,19.15389527161592,72.8155527546764
ACC-00388,0.14,True,19.125631405148972,72.88449360989677
ACC-00389,0.15,True,19.008753610646743,72.90683968886654
ACC-00390,0.17,True,19.022244847594163,72.94987189746851
ACC-00391,0.1,True,19.023653912494655,72.91131442708658
ACC-00392,0.15,True,19.109898498544826,72.93901917173027
ACC-00393,0.12,True,19.01176361167913,72.82540010543174
ACC-00394,0.04,True,19.059448783289596,72.86067911869259
ACC-00395,0.01,True,19.09873521982084,72.89846753568305
ACC-00396,0.06,True,19.072691703272678,72.93504763453713
ACC-00397,0.09,True,19.088944375785637,72.86973856770805
ACC-00398,0.12,True,19.022709864432564,72.87287770204254
ACC-00399,0.17,True,19.105742718669863,72.91135701530014
ACC-00400,0.04,True,19.0453394053762,72.82070645864273
ACC-00401,0.03,True,19.059769016280104,72.95737022749117
ACC-00402,0.19,True,19.0878865863953,72.83304319534462
ACC-00403,0.02,True,19.081153911076544,72.78107052882203
ACC-00404,0.1,True,19.07719900095078,72.87750335042612
ACC-00405,0.12,True,19.038468658901163,72.96192293511878
ACC-00406,0.11,True,19.06102252944004,72.90632265651668
ACC-00407,0.02,True,19.076109179541852,72.91455452715017
ACC-00408,0.01,True,19.007245738341645,72.87906928811535
ACC-00409,0.02,True,19.052873351684333,72.86938112513644
ACC-00410,0.12,True,19.095383993951643,72.79975453152034
ACC-00411,0.11,True,19.012128169807735,72.76403068710479
ACC-00412,0.05,True,19.133829082579712,72.88681361692204
ACC-00413,0.13,True,19.139480663129994,72.942627459717
ACC-00414,0.16,True,19.013742471201997,72.8942066852414
ACC-00415,0.01,True,19.143880981652508,72.9081799763526
ACC-00416,0.1,True,19.068820920564395,72.95618587728197
ACC-00417,0.14,True,19.096925727957853,72.89343834257205
ACC-00418,0.05,True,19.05116744739359,72.87086724498461
ACC-00419,0.06,True,19.122152241361338,72.8360737597175
ACC-00420,0.12,True,19.096304700942433,72.9781106281486
ACC-00421,0.18,True,19.03529233717012,72.90332738895768
ACC-00422,0.16,True,19.017739900001736,72.82981991420402
ACC-00423,0.12,True,19.002984878239538,72.81844161660993
ACC-00424,0.15,True,19.085397088821637,72.93965318634645
ACC-00425,0.07,True,19.104623570588988,72.82512791517958
ACC-00426,0.13,True,19.108548283938973,72.9696917078751
ACC-00427,0.09,True,19.070100945269633,72.73917686014546
ACC-00428,0.04,True,19.018150177216782,72.9481297598895
ACC-00429,0.14,True,19.041896260098813,72.90134474055809
ACC-00430,0.11,True,19.133617431948096,72.88292972115283
ACC-00431,0.07,True,19.051768571769998,72.86822707824791
ACC-00432,0.18,True,19.083170881534073,72.97153649242969
ACC-00433,0.0,True,19.022217475821257,72.91235294292005
ACC-00434,0.06,True,19.09282915227295,72.83183981955523
ACC-00435,0.01,True,19.053115771916048,72.79105450219855
ACC-00436,0.15,True,19.12833563568879,72.88586486065736
ACC-00437,0.14,True,19.114677885310343,72.87694644332312
ACC-00438,0.07,True,19.051214702671256,72.80100659813122
ACC-00439,0.14,True,19.069666798632618,72.87423032372588
ACC-00440,0.08,True,19.04844418799797,72.84830326834629
ACC-00441,0.15,True,19.00502834017275,72.87746450341533
ACC-00442,0.09,True,19.033127878522638,72.91329618058242
ACC-00443,0.08,True,19.08591086638604,72.9516304973732
ACC-00444,0.19,True,19.09226297491148,72.92244445181846
ACC-00445,0.05,True,19.083427395179633,72.84092796250849
ACC-00446,0.02,True,19.06091334730207,72.89544575644146
ACC-00447,0.12,True,19.12265333028605,72.8801553560746
ACC-00448,0.19,True,19.079177095228047,72.81039355226845
ACC-00449,0.08,True,19.111162691404797,72.8969116392346
ACC-00450,0.01,True,18.987311243389875,72.96983361689588
ACC-00451,0.07,True,18.879879987419084,72.87862133020934
ACC-00452,0.1,True,19.090189401391903,72.79729086601373
ACC-00453,0.03,True,19.004761717313926,72.87851343355543
ACC-00454,0.13,True,19.065377414864347,72.81631439005133
ACC-00455,0.2,True,19.06089514794877,72.92018027534431
ACC-00456,0.09,True,19.15537003012078,72.90324324958625
ACC-00457,0.07,True,19.09599982764718,72.86845449732625
ACC-00458,0.08,True,19.084292951339933,72.8604417867072
ACC-00459,0.02,True,19.117849557731684,72.86638828491922
ACC-00460,0.18,True,19.094424879341954,72.87741372471712
ACC-00461,0.08,True,19.05311615035058,72.83838824893292
ACC-00462,0.08,True,19.12957379651273,72.80761234594992
ACC-00463,0.13,True,19.020512493605587,72.93393494733473
ACC-00464,0.09,True,19.09216235937668,72.85772995117514
ACC-00465,0.13,True,18.998621510293184,72.88535215520845
ACC-00466,0.01,True,19.0861971928758,72.89126409755838
ACC-00467,0.16,True,19.085649482088648,72.89310102398275
ACC-00468,0.19,True,19.159822748095735,72.81830910014507
ACC-00469,0.13,True,18.997751305327913,72.7932079917724
ACC-00470,0.19,True,19.04595564120731,72.84756537376539
ACC-00471,0.03,True,19.117134121328707,72.89678557662084
ACC-00472,0.1,True,19.092765862819867,72.84060250662628
ACC-00473,0.12,True,19.085015252566876,72.85925393231503
ACC-00474,0.12,True,19.028193214852074,72.98336487068747
ACC-00475,0.08,True,19.04645908259543,72.78472880575977
ACC-00476,0.07,True,19.138252050411165,72.83924830020447
ACC-00477,0.03,True,19.073424540312303,72.9718302034287
ACC-00478,0.08,True,19.094767984807223,72.87477006640023
ACC-00479,0.03,True,19.070240583561176,72.84170074172505
ACC-00480,0.15,True,19.016845724237513,72.93543844585055
ACC-00481,0.04,True,19.12269052130375,72.87976152182405
